Cultivos y cubiertas de suelo,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
0825 LLEIDA,122243.715,117317.1848,112507.0199,101670.54890000001,115779.2433,112978.7351,117249.33510000001,96463.7465,104674.25330000001,105632.8482,112679.8825,108137.5264,120527.4799,114968.40049999999,110394.2515,116808.938,111570.1452,97752.2151,105264.67079999999,110869.3671,111031.5673
0843 TARRAGONA,12649.0133,12283.4124,15263.555100000001,11722.8266,12124.2674,13488.9873,15047.9908,12669.8545,13993.5302,18152.6576,16402.3888,16660.6904,17872.7884,17462.615400000002,20133.242899999997,16932.2045,14717.623599999999,13165.499300000001,13206.5476,12772.3446,14753.5607
0907 BALEARES,5463.2309,6717.8772,7643.984200000001,10658.9439,10795.3421,8826.5978,7965.421,9478.6337,11600.0836,7219.9836000000005,8550.7319,6325.739100000001,8535.9303,5571.5006,5345.4824,6256.835,10405.5096,5844.569399999999,6250.3308,6525.7437,3877.2242
1005 AVILA,54130.133499999996,58352.694599999995,60551.9035,63590.0077,66358.71889999999,52722.659400000004,50854.0413,42869.4933,42524.018200000006,42616.066300000006,37387.5554,32195.398,32219.947099999998,34485.5813,37247.6502,35498.4784,42654.9654,42766.5384,42439.8693,40219.5741,33872.489499999996
1009 BURGOS,240756.4004,229818.8677,222215.92700000003,209696.0589,216996.3503,220628.586,182321.4634,182416.08860000002,149286.5202,165414.2632,162766.9583,158088.3788,150066.9112,161865.1084,135192.8949,158454.1122,189748.117,160604.82739999998,149503.03879999998,148995.008,138991.6555
1024 LEON,28515.830599999998,28428.5094,27330.9223,25734.340399999997,30972.1829,21954.2142,19992.5775,19425.9183,19449.3599,20846.0813,20363.5302,19811.1419,17655.3097,19698.9494,14932.0413,21737.5635,16459.3914,21807.6351,21531.561999999998,17615.8327,15161.112799999999
1034 PALENCIA,189074.3975,181659.54590000003,181337.3405,166785.5268,187739.4778,157957.7494,149344.1937,134894.2367,143941.21829999998,128225.2299,129095.6657,130199.80500000001,122677.9403,113736.7466,110371.8428,128070.98379999999,140654.4901,117039.58859999999,122454.4256,100425.64289999999,94683.786
1037 SALAMANCA,64894.3937,67075.82890000001,66056.07920000001,61764.628399999994,63346.9822,60048.827000000005,43727.1971,43950.0845,45180.4468,36953.1955,38789.7158,31445.4033,46437.641,40988.6464,33853.3792,35524.767,35312.750100000005,42204.9185,41563.2196,36807.155399999996,27869.6548
1040 SEGOVIA,96155.9728,102882.4617,94466.6295,94301.531,97416.6296,83408.0812,76840.7913,75871.8952,77596.8304,69316.9093,65330.472799999996,65297.9735,59014.5224,61742.6359,60996.4545,65334.4668,68163.0472,69021.5433,67918.117,67620.8333,53820.4085
1042 SORIA,141924.6145,132798.2378,115089.49260000001,118210.5087,143205.2842,115386.5909,98106.41279999999,96765.6503,91196.4722,100125.1717,103725.85870000001,97800.685,98253.1517,87312.0775,82920.3312,90558.69499999999,94083.1949,92926.0543,92167.1474,78843.5545,77429.0472
1047 VALLADOLID,295056.1893,309401.88300000003,310570.6628,306238.7004,334662.87429999997,262566.5563,246130.0808,240519.0403,230953.72530000002,232556.6356,213185.7884,198513.24730000002,194182.4277,194093.50019999998,184661.5508,190473.9837,211189.9043,197780.1458,180552.6444,165841.59730000002,152506.1605
1049 ZAMORA,67828.9783,83527.63040000001,75696.7648,90654.4173,92976.0648,80820.64199999999,71981.27750000001,61994.9593,61257.4486,69599.6397,64485.7087,59075.6121,55188.496699999996,58430.3668,59188.0261,61135.7294,58866.2299,65646.92540000001,60502.393299999996,55184.6835,53687.4287
1128 MADRID,34029.955500000004,46295.2658,35132.8686,50664.7433,53367.5729,49324.57,49821.866599999994,49567.4939,39904.805,49356.1753,44298.1331,43924.1069,39301.64720000001,47445.3894,43387.6701,51655.0056,38384.8597,44040.628600000004,32418.9449,46540.5406,34901.8193
1202 ALBACETE,82725.13500000001,94577.1353,80014.6947,86253.9285,108846.65419999999,90905.7503,87150.3645,73590.10209999999,94343.4532,108666.61600000001,117629.7208,123526.1192,110046.6232,110579.30720000001,118044.93000000001,107358.82789999999,98557.87830000001,99786.5845,103236.6362,102361.60449999999,103847.79569999999
1213 CIUDAD REAL,136818.4468,149911.8386,149031.0124,141876.43910000002,191975.38139999998,158433.07880000002,153501.5549,148782.3345,153864.17820000002,165220.2421,153734.8723,146490.638,143714.167,132347.5478,144741.8649,159605.53470000002,144020.1067,143522.7368,127787.1825,124236.4025,139561.4005
1216 CUENCA,275463.4504,278089.4564,259534.46469999998,268153.2139,242343.0201,220302.3463,230967.2357,218084.989,246874.8093,263127.5664,258375.3525,251125.3721,229876.9359,253981.9698,260769.5996,263536.955,249548.7923,260287.5532,222549.44530000002,234228.7605,234139.6975
1219 GUADALAJARA,142480.9627,144632.4221,128422.3523,141488.0982,152773.50269999998,121796.2913,116928.33080000001,117113.6475,104995.2448,106375.21310000001,109404.4522,117476.2758,91075.0585,106808.6388,91668.57560000001,112953.7074,106052.1897,110826.28480000001,91667.3094,105416.3318,78059.5375
1245 TOLEDO,144241.0654,166173.3829,184300.6656,202566.04570000002,215401.64560000002,192974.39010000002,175860.587,163461.2173,159609.816,175047.2379,150167.9336,162309.9534,143651.66160000002,161725.54369999998,143945.2243,161216.09530000002,151543.28850000002,141903.5447,135868.9935,136921.4302,145014.88450000001
1303 ALICANTE,4570.9101,5370.0574,4402.51,2776.2015,1594.3793,3215.1825,2337.2273999999998,2281.3482,3034.8812,1956.8011000000001,1937.3441,1325.0439,2898.2777,2518.0908,1837.8484,2425.2977,3048.4144,1304.0007999999998,2341.5654,336.4,129.9632
1312 CASTELLON,4302.6318,5504.256,7152.1,6143.418699999999,5749.4583,6495.7364,6061.6128,7431.9765,7426.9762,6200.3543,5363.0805,5588.0288,4414.37,5267.4779,3855.8653,4808.4123,4274.435100000001,4159.1776,4090.4911,4048.4765,3499.653
1346 VALENCIA,6145.8819,5411.0646,8608.72,8064.1408,7745.6524,7998.1724,9329.3093,9003.578300000001,10539.889,9361.9537,14403.638,10903.1226,7072.663,8030.9893,9270.8835,11064.1015,6743.597400000001,9247.6955,7966.3705,6566.9374,4748.8038
"1430 R,DE MURCIA",2971.3705,7465.9328000000005,4076.1926,7210.2023,2042.3591,6381.0476,4286.576,11962.7594,12334.5296,15636.937,13976.6163,23544.8898,11797.2686,20886.4276,15028.9071,14207.7668,24302.0602,20048.876099999998,30648.4105,16537.7944,10736.722600000001
1506 BADAJOZ,34796.507,31868.8326,66478.86200000001,66879.05249999999,81097.0486,56988.4632,59077.257,33831.6133,38391.053100000005,37963.3883,36319.883,37561.960100000004,44435.8497,48561.5664,54296.1374,48469.8983,38564.698599999996,39195.1894,30718.6179,42810.9828,35266.7143
1510 CACERES,3031.0915999999997,3057.4431999999997,447.8927,188.5686,1787.55,390.1453,1315.5559,589.8041,280.691,88.9368,17.1278,,598.8631,982.9361,261.2421,48.5562,299.3598,1081.479,815.4507,1143.4564,450.40139999999997
1604 ALMERIA,762.6262,686.0702,95.875,13.332,,,34.7513,175.4489,93.9981,2414.5985,3201.1089,1584.3848,804.7634,2127.7088,1916.1278,1892.5269,3595.6095,3361.9283,3104.4613,5163.2804,5990.8436
1611 CADIZ,4155.8025,2589.9963,9752.4278,2509.6716,3211.7537,3537.3237,4209.6977,4255.5725,4494.518300000001,3232.7451,6437.6413999999995,4867.5756,4087.585,5007.9067,5211.8878,3804.0498000000002,4366.160699999999,10871.1158,9738.217700000001,6370.2372000000005,6427.712600000001
1614 CORDOBA,2655.4586,1654.6129999999998,3351.1684,8552.0874,9750.9836,8670.592499999999,9292.7985,8022.7137,8968.8637,4413.9054,5466.3282,4995.2027,3178.0416,5058.0126,5728.4744,11157.212,9887.4363,8864.9422,7269.201099999999,10390.4684,8681.598100000001
1618 GRANADA,28049.4562,34199.7919,34801.6938,39049.6494,47555.204300000005,35107.6261,32382.206299999998,30757.25,33043.6893,27619.658,32605.016499999998,34590.1887,26925.982,24559.9626,22352.7335,26165.5224,23241.8231,21064.1788,26112.942199999998,16263.8127,21217.6871
1621 HUELVA,866.1619000000001,1025.4291,1967.0317,1489.8832,1019.4552,388.5839,1446.6304,132.7202,133.7601,85.7953,77.6999,346.9365,1047.3318,659.2913,1038.371,624.7548,1081.8785,646.1835,0.2051,,87.4314
1623 JAEN,6315.163799999999,4248.9884,2956.5654999999997,5042.881600000001,7566.7736,5671.7063,3919.1936,8946.5333,4639.602800000001,7495.4583,4142.747,6164.0487,4948.7159,7971.9193000000005,4839.1486,5983.0226999999995,6631.4635,6462.627299999999,6562.7426000000005,3058.1412,5474.6639000000005
1629 MALAGA,3459.4559999999997,4473.213299999999,3979.6051,7756.1844,15389.389299999999,6179.052500000001,7418.5402,7803.1818,12653.054900000001,9228.9766,11677.757399999999,11704.219799999999,10383.4344,9388.9053,9097.296199999999,12519.0867,13865.5499,15513.3415,7928.3666,4532.9175000000005,10756.8747
1641 SEVILLA,5033.0949,6828.0346,17547.361500000003,16996.819,16550.0171,13157.8057,12584.2326,7845.1515,9650.0483,10066.2473,12623.0712,11196.284500000002,12208.9127,20777.5145,21954.33,26000.369499999997,25375.0243,16205.0108,9444.3865,20407.0159,21587.4333
1735 PALMAS (Las),,,,,,,10.9892,2.8648,110.6969,7.4012,75.1049,14.2721,129.067,7.6242,,,,,,,
"1738 Sta,C,TENERIFE",13.304,16.2148,16.2148,23.3787,26.1054,16.2135,16.2135,,,,52.7335,1.527,35.9321,22.0254,,,7.1635,14.5449,199.5134,,3.7431
01040 CEBADA DE 6 CARRERAS,475106.6455,465620.8007999999,451050.14429999987,454589.9171999999,437934.51800000004,368678.63550000003,331009.1583999999,336615.15820000006,273166.265,301815.3893,248317.95529999997,254556.671,210665.16819999996,213558.42850000004,167163.73830000003,202308.83459999997,188006.53119999994,194616.34670000002,148507.0456,126127.99410000005,106181.54489999998
0115 CORUÑA (LA),23.1314,23.1314,,,,,,,,,,,,,,,,21.0142,,,
0127 LUGO,,2.0027,,,,,,,,,,,,,,,,,,,10.6253
0132 ORENSE,,,,,,,,,,,,,,,,,,5.1167,,,27.5467
"0233 P,DE ASTURIAS",3.2351,3.2351,,,,,,,,,,,,,,,,,,,
0401 ALAVA,10.6435,,,,,,,7.9157,,,,,,,,,,,,,
0531 NAVARRA,,210.3071,,,,,10.4224,792.6706,,27.0278,112.0299,1103.0359,1195.4991,863.7116000000001,112.0301,887.6767,682.4596,408.51890000000003,732.6152,917.7731,29.263299999999997
0626 LA RIOJA,85.6029,11.4142,,465.3999,74.6665,,148.3012,,212.2795,165.1395,228.5461,147.8514,742.3649,117.4782,10.1821,282.8311,115.6842,,,78.93549999999999,
0722 HUESCA,5925.353300000001,5145.686299999999,2617.3878,6341.4785,4583.6239000000005,3402.7383,3410.4577,2985.3722,1300.3391,3683.3397999999997,1223.4689,2507.593,936.2371,242.9619,326.6131,252.0878,35.406,311.5991,390.34810000000004,233.2534,268.2442
0744 TERUEL,58788.8699,45961.472200000004,39092.2031,33101.422099999996,31396.6755,25921.712199999998,22164.5762,17405.3207,13636.8098,10111.165200000001,4999.6678,7519.6609,2506.5176,714.354,704.0871,787.8048,1447.446,2655.5739,1489.3364000000001,654.9714,745.302
0750 ZARAGOZA,8981.673,6101.8760999999995,5489.9915,9845.520799999998,7619.802100000001,6033.3459,4295.5233,8268.7922,4686.4945,5372.8759,4302.8952,8116.75,4181.851,4725.5734,3264.4019,3134.1645000000003,1243.2705,9454.9106,1125.0176000000001,2174.886,1283.8122
0808 BARCELONA,632.8915,158.5381,624.493,566.8275,242.2608,202.836,779.2423,328.461,984.1243,2081.4113,888.0499,1234.9955,1116.0733,466.1317,466.17269999999996,147.0584,61.7697,155.4931,61.8101,103.8899,61.8068
0817 GIRONA,390.3167,251.5748,,147.9063,44.1905,104.8902,472.1746,18.1742,57.8915,885.0048,889.8154,61.869,95.5786,,9.3223,37.5089,104.5899,137.4925,,25.3535,
0825 LLEIDA,7648.9299,9824.1493,10719.7465,10893.1292,5098.088599999999,1214.9843,935.3331,2035.8375,3520.1382,1698.4879999999998,2087.7561,2578.4918,507.5538,264.3671,1510.1868,64.3276,256.3621,122.2657,315.2244,556.4399,553.5286
0843 TARRAGONA,3093.103,2148.9116999999997,648.1474999999999,1658.7848,1093.9615,494.7351,535.1106,575.2530999999999,1986.4849,910.7033,215.2927,848.4964,438.92139999999995,209.2977,33.888,39.4159,29.0929,59.1302,760.0362,75.8238,7.9148
0907 BALEARES,6654.856400000001,11832.8321,8633.8711,10553.188100000001,8425.2407,5925.6107,5341.9501,6485.474200000001,6851.3051,7606.6904,7962.9154,5982.2561,4000.1217,5343.134,5200.1630000000005,6368.2231,9966.9631,12015.503499999999,9990.1416,7284.6981,6584.0145
1005 AVILA,40883.438799999996,33124.8033,30364.7572,30789.3881,28575.1501,18688.9566,17905.3299,19830.5284,16300.168,14906.9198,15563.667599999999,14973.5972,15456.2389,16521.071,12062.8307,14157.5851,12047.7903,9903.5605,6969.223300000001,6485.2051,4992.2454
1009 BURGOS,3204.2645,4690.562,5743.0634,4416.1695,6723.096,4183.3387,5095.305,4384.5482,2454.5818999999997,2305.2702,875.86,1599.8344,3184.2574,2611.2565,1286.635,610.2814,713.3579,2348.3987,839.0741,1592.1757,997.5962
1024 LEON,752.4169,2352.8064,2301.4901,2064.5583,1360.3174,1638.2033000000001,968.0124,1009.7569,1495.0655,2062.7699000000002,1364.4754,963.7738,1348.5319,274.0432,167.2622,751.0421,415.7155,2021.9762,1636.7678,1384.2611000000002,877.2313
1034 PALENCIA,4898.8521,11249.0668,9955.1481,10407.7377,10507.693,11458.1137,11679.1993,5904.076,6983.1152,8150.4176,8146.8807,5984.369,7008.6647,4405.6253,3469.5021,2186.7714,3133.6769,1508.8035,1438.8478,3020.0652,2433.3979
1037 SALAMANCA,9622.7451,9898.5637,6864.4812,7561.1012,12774.3101,6551.8196,5943.6173,5016.3227,2041.9713,2181.6472,1842.5343,4002.6181,133.1769,659.015,582.1387,986.0501,698.6363,677.8549,649.0706,114.2792,39.5499
1040 SEGOVIA,36505.8917,36780.8738,32027.9018,30127.6651,27654.3893,21105.8668,21265.9788,22150.8557,18266.9161,17752.8805,22503.5302,15885.2813,13042.6785,16226.3937,14636.8679,14891.9138,14940.3442,12283.3604,9998.8141,6600.7385,3554.3341
1042 SORIA,2542.0992,4080.1728000000003,6092.2627,7132.697,8569.8263,2437.3664,3200.8775,4452.1084,1828.7581,2598.4907,2189.3712,7163.9797,8452.3821,6860.5986,1375.1076,2442.9973,4007.1394,5982.1895,3601.0774,3089.5605,34.6502
1047 VALLADOLID,13244.8506,18094.0744,15835.5965,18084.6797,18803.5739,16817.5432,17825.5933,14071.1717,14347.9148,13536.739500000001,11812.9473,12254.9216,7951.066,6756.644499999999,6214.0208,7870.168,8791.9091,6911.978700000001,5983.557199999999,7852.275,4343.1621000000005
1049 ZAMORA,11227.0293,16877.389700000003,12533.9177,12905.4478,11622.2537,7460.5813,6113.6149,7347.6854,6527.7766,4476.5337,6044.8573,4182.7705,4561.1249,4668.295,4001.8478,4978.2932,8185.3339,4104.4821,4303.8153,2744.6728,3371.0498
1128 MADRID,853.4188,1875.7706,349.1967,156.7923,961.1794,321.1542,140.6018,450.5833,,114.1987,689.8749,,1297.9082,,45.8339,840.2842,1862.2522,456.7854,492.8963,54.9885,1107.839
1202 ALBACETE,104358.861,91716.6607,88983.9914,92596.20300000001,90127.4474,71325.6379,61396.880600000004,67882.12670000001,48400.018599999996,64427.6417,44472.765999999996,40568.9897,30558.9879,28449.1312,23623.3302,29154.5921,23461.759899999997,26663.909,13634.900000000001,15644.697900000001,15010.4629
1213 CIUDAD REAL,8288.1847,6886.5841,4733.2155,7645.409900000001,2997.1138,2537.3888,3349.0843,4994.125,4736.0761,4736.8846,3377.1673,4930.5181,5473.2723000000005,11481.5389,6897.296,12396.411699999999,5803.6931,13293.005099999998,11760.5532,12697.6612,8607.2914
1216 CUENCA,28046.6045,37884.2193,46221.233199999995,46292.3877,54118.3399,49246.0652,45831.4492,54322.8773,38522.358700000004,40640.4095,27363.171000000002,24603.8875,24331.137000000002,25435.9111,18154.1868,18022.9646,19742.3528,20280.628800000002,20149.4631,15205.5155,12121.462
1219 GUADALAJARA,1567.9061,3528.9499,5451.9298,5430.8466,2740.3273,2816.106,3201.3649,1551.8835,2465.4426,2652.9776,2278.8835,5068.7949,5663.4586,4732.8672,2702.4818,5272.824500000001,1464.8421,1982.0131,1011.7003,1396.0696,2384.4207
1245 TOLEDO,8458.1462,6679.1896,4070.4422999999997,4153.4173,3060.0555,841.3044,2807.3249,1987.3793,2607.0262,2972.5742,2053.9018,3476.6960000000004,6019.9223,8544.4109,4912.0332,7361.5761,6454.8841,3780.953,2712.3568,6198.0058,3074.7702
1303 ALICANTE,125.1455,144.2519,129.48,321.7876,772.4372000000001,728.2247,1637.9605000000001,2172.0889,1064.1857,1904.6612,1439.6027000000001,4687.3933,2082.1963,1051.4529,1763.1328,1610.6314,1629.8635,1283.303,607.2424,539.3154999999999,341.8879
1312 CASTELLON,199.6035,47.731,80.25,228.7521,698.9658,86.9521,179.3168,101.6886,101.6886,123.8104,59.5216,147.1429,80.2347,141.5322,,5.262,,,,5.1866,
1346 VALENCIA,3340.5226000000002,3042.676,2058.67,3079.4875,5170.7378,3349.0065,1906.2037,1800.2820000000002,9.2786,181.0258,1990.1643,1015.6856,1857.4073,1722.4871,253.9742,1715.0816,1332.2625,582.7905,202.8244,546.1213,837.8041000000001
"1430 R,DE MURCIA",44988.530699999996,37795.0593,35727.1858,43804.7961,32290.045599999998,39569.6092,26241.690199999997,23995.161200000002,23995.7377,27339.3239,17189.661200000002,16582.0318,13909.7691,11403.5075,14462.6871,17935.3296,10260.363599999999,7851.677100000001,6605.6933,2992.9782,1899.7567
1506 BADAJOZ,1152.3494,2271.8616,2635.2251,779.0767,4277.8889,4779.1075,3301.4202,2181.8675,660.5207,2448.3933,809.1018,5561.5497,1597.3663000000001,6623.1938,2822.5302,5512.281,6691.3559000000005,5167.6751,1400.7999,95.5244,2812.5995
1510 CACERES,,,220.5316,253.8391,960.223,,120.8818,165.4624,,1138.6049,,,,,,85.4529,85.4529,706.6687,710.0696,706.5484,85.4382
1604 ALMERIA,12024.8683,11529.973800000002,14089.9455,10107.8238,7943.2334,11549.6169,7564.7257,10077.335599999999,11674.5512,10237.8848,9697.258300000001,10121.314,9193.9739,9021.2127,6623.0513,6578.0847,8815.6712,7238.5166,7828.8929,5348.9928,6927.4233
1611 CADIZ,245.1128,172.3835,1699.8146,1648.8878,2510.5281,1242.297,181.3828,325.8866,242.2771,917.9195,1808.7351,2607.1099,4045.74,2462.901,2051.8934,969.497,1229.8792,86.2464,98.7843,667.307,1405.4063
1614 CORDOBA,1331.4707,2980.0712,4431.1445,2464.5675,5081.6815,4573.8582,6455.8431,4148.785,2580.7,2164.1296,1210.7675,2085.317,731.7695,1365.8421,4109.2735999999995,5368.1887,7058.9473,7327.3353,4246.2348,7796.6667,4909.3502
1618 GRANADA,40358.123199999995,37698.128,46054.5399,36164.1325,32859.3663,37984.4754,34644.7294,34762.7383,29081.165100000002,33638.0791,37899.6108,33530.3093,25703.7583,27817.627500000002,22803.8702,26616.6894,23108.1842,25441.2958,20799.2311,6474.6429,11363.889299999999
1621 HUELVA,1246.6997,948.1246,539.9409,651.3021,1158.6551,505.3365,271.3107,395.1146,381.2975,506.3489,262.7005,100.8042,52.3278,66.2672,13.9432,32.1363,32.1363,14.4139,17.7213,32.132,14.4126
1623 JAEN,352.793,684.7487,723.199,369.1677,660.0821,668.7808,152.3627,144.3085,744.2497,119.6588,91.8921,1394.737,972.3274,1167.7115,257.6348,139.215,276.5528,1232.6024,346.8704,704.168,339.6558
1629 MALAGA,2822.0021,746.8997999999999,402.6198,521.5349,2255.9213,319.4332,1167.0283,606.5113,416.1037,1512.8201,609.9623,655.5308,,2.7611,67.2127,1076.8217,1414.5583,85.8296,1697.2736,3456.4825,2040.2258
1641 SEVILLA,226.1079,164.0732,2903.1295,856.6034,2121.1687,2591.6387,2348.8645,1398.5435,2001.4528,3524.5276,1758.6512,306.7137,234.7715,116.9695,166.113,739.3089,404.5718,51.475,3898.7607,575.7316,682.1736999999999
1735 PALMAS (Las),,,,,,,18.1124,80.0843,,,,,,,,,,,,,
"1738 Sta,C,TENERIFE",,,,,,,,,,,,,,21.1507,,,,,,,
01050 AVENA,390673.79679999995,407495.0587,453277.0783,424298.12629999995,467462.31040000013,469681.5746000001,418070.9101999999,446392.11559999996,390716.9192000002,403397.5436999999,375400.7281000001,403317.6845,460200.85459999996,495590.98469999986,421806.3080999999,397727.08520000003,375639.91569999995,425108.7467,379188.5883,461299.1810999999,445310.8535999999
0115 CORUÑA (LA),91.79169999999999,24.5478,86.7543,37.5683,175.6065,66.4964,47.6212,40.6453,15.6736,6.7653,6.7628,22.3711,27.2538,8.2733,13.3776,19.4449,18.9721,18.9721,18.9721,18.9721,18.9764
0127 LUGO,59.0044,100.5054,32.9557,112.157,43.1138,136.5936,,6.3651,66.7956,95.5456,60.1652,60.1652,60.1643,53.8255,53.8336,53.8326,53.8326,53.8309,53.8305,53.8305,53.8264
0132 ORENSE,37.9224,93.804,,1.7676,64.0375,70.7159,48.9993,14.9258,31.9994,34.533,42.168,7.4032,8.9159,21.2608,4.3909,37.3277,10.7294,4.3906,13.9639,38.0095,37.3291
0136 PONTEVEDRA,2.383,,40.627100000000006,9.1315,2.3124,96.5481,0.8067,5.0331,36.309,46.3375,39.7586,37.7582,36.303,36.3001,36.2734,11.5413,15.9346,15.8445,15.3541,11.5467,6.3994
0339 CANTABRIA,,,,,86.9405,118.3242,,12.4762,,,,37.8043,,,,64.3459,80.5687,161.8467,55.3819,,177.5969
0401 ALAVA,3893.4436,6346.4415,5855.9858,6230.631,7653.6668,7455.9078,6371.9968,6804.491,6595.0904,6249.8505,6121.3619,5250.8361,5242.6513,5231.3711,5214.2082,6591.9407,5097.6375,3014.8186,3256.0903,6685.7668,4814.7965
